"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"39WICJI5AT9GJ8K37AA1UTS3WL83Z6","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:38 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:38 PDT 2016","","","3QBD8R3Z221RPKNUVI95CJ8M4RTO44","AZD3HQEB7KVNT","Submitted","Tue Jul 12 15:07:57 PDT 2016","Tue Jul 12 15:08:09 PDT 2016","Tue Jul 19 15:08:09 PDT 2016","","","","12","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4716415629.jpg","1","0","2",""
"3RWB1RTQDJ4861O3WI7VUCY028T8PI","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:37 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:31:37 PDT 2016","","","3IRIK4HM3B24VIU5O1TTEHYJB456CZ","AZD3HQEB7KVNT","Approved","Tue Jul 05 13:21:21 PDT 2016","Tue Jul 05 13:22:42 PDT 2016","Tue Jul 12 13:22:42 PDT 2016","2016-07-12 20:23:21 UTC","","","81","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6039214277.jpg","1","0","2",""
"3HUR21WDDU6SUGHCVDF6N285XM4YX9","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:38 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:31:38 PDT 2016","","","384PI804XTJPOOXMJY3CKLSAK4ES0N","AZD3HQEB7KVNT","Submitted","Mon Jul 11 09:56:29 PDT 2016","Mon Jul 11 09:56:39 PDT 2016","Mon Jul 18 09:56:39 PDT 2016","","","","10","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3431194126.jpg","1","0","2",""
"38VTL6WC4AUJSXX2P7WBVJHL4NV5Y7","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:37 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:37 PDT 2016","","","3VNL7UK1XG1H0SPRBGRNXXB0SPJTFJ","AZD3HQEB7KVNT","Submitted","Tue Jul 12 15:05:44 PDT 2016","Tue Jul 12 15:05:53 PDT 2016","Tue Jul 19 15:05:53 PDT 2016","","","","9","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/16448369.jpg","1","0","5",""
"3W1K7D6QSBYLM3OGM3P7CCQFKDLZBT","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:34:05 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:34:05 PDT 2016","","","382M9COHEIX4UR4KGAXRKBC2Z2BEUD","AZD3HQEB7KVNT","Submitted","Tue Jul 12 14:44:14 PDT 2016","Tue Jul 12 14:44:21 PDT 2016","Tue Jul 19 14:44:21 PDT 2016","","","","7","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/20000_21000/4553464209.jpg","0","0","5",""
"3ULIZ0H1VAMM2RMZDIP2HW6BX2M155","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:38 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:38 PDT 2016","","","3A4NIXBJ77HZNP93OUT96WLSVD9LMF","AZD3HQEB7KVNT","Submitted","Tue Jul 12 14:57:51 PDT 2016","Tue Jul 12 14:58:03 PDT 2016","Tue Jul 19 14:58:03 PDT 2016","","","","12","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/22000_23000/4675918984.jpg","1","0","0",""
"3LB1BGHFL2DLDZ8SQ3E9YZNZKQGYTQ","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:37 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:31:37 PDT 2016","","","323Q6SJS8JYRVJYWBMAYJE8CHVDHFM","AZD3HQEB7KVNT","Approved","Tue Jul 05 14:35:39 PDT 2016","Tue Jul 05 14:35:48 PDT 2016","Tue Jul 12 14:35:48 PDT 2016","2016-07-12 21:36:21 UTC","","","9","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/256085101.jpg","1","1","","4"
"3DW3BNF1GHZLBLLZIUGU04NIOWU8V3","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:38 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:38 PDT 2016","","","3EICBYG645EGJD9C8KNINL3OXA0CJM","AZD3HQEB7KVNT","Submitted","Tue Jul 12 14:46:53 PDT 2016","Tue Jul 12 14:47:02 PDT 2016","Tue Jul 19 14:47:02 PDT 2016","","","","9","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2314377503.jpg","1","0","5",""
"3QGTX7BCHPJJXN77LTYU9QQNAHZ5ZY","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:37 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:31:37 PDT 2016","","","3ERET4BTVNR9WZ8RELD3MA2T6EVK9A","AZD3HQEB7KVNT","Submitted","Mon Jul 11 08:07:01 PDT 2016","Mon Jul 11 08:07:10 PDT 2016","Mon Jul 18 08:07:10 PDT 2016","","","","9","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2546959333.jpg","1","0","5",""
"3G3AJKPCXL91WET2B2D1QRB74S14Y4","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:34:03 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:34:03 PDT 2016","","","3LYA37P8IR5SKSNOC5RZDGXJUEYKBK","AZD3HQEB7KVNT","Submitted","Mon Jul 11 08:11:47 PDT 2016","Mon Jul 11 08:13:14 PDT 2016","Mon Jul 18 08:13:14 PDT 2016","","","","87","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/1796521614.jpg","1","0","0",""
"3GMLHYZ0LEE0DCNHQ84J3V9134NYUH","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:37 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:37 PDT 2016","","","30JNVC0ORA2OM8O5P2LSVDCQOXXQH0","AZD3HQEB7KVNT","Submitted","Tue Jul 12 14:49:16 PDT 2016","Tue Jul 12 14:49:26 PDT 2016","Tue Jul 19 14:49:26 PDT 2016","","","","10","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4803960387.jpg","1","0","0",""
"3VI0PC2ZAY1G02DAPQ68LBA3JC6XOY","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:34:15 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:34:15 PDT 2016","","","3Z9WI9EOZ062B5QACX1VZR0HPR5HKZ","AZD3HQEB7KVNT","Submitted","Tue Jul 12 14:41:24 PDT 2016","Tue Jul 12 14:42:06 PDT 2016","Tue Jul 19 14:42:06 PDT 2016","","","","42","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2749807618.jpg","1","0","5",""
"3M67TQBQQH51X21BCRVC4D4GNSBA9T","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:38 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:31:38 PDT 2016","","","3PZDLQMM0U3GDHB41ZHQO4H7VZ3C2O","AZD3HQEB7KVNT","Approved","Tue Jul 05 13:26:11 PDT 2016","Tue Jul 05 13:26:29 PDT 2016","Tue Jul 12 13:26:29 PDT 2016","2016-07-12 20:27:21 UTC","","","18","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/2429405579.jpg","1","0","2",""
"3ODOP6T3AS1BVT0VIH66HNA2PD624L","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:34:03 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:34:03 PDT 2016","","","3KXIR214I5YDIDYP8KB8565J3MN242","AZD3HQEB7KVNT","Submitted","Wed Jul 06 08:49:01 PDT 2016","Wed Jul 06 08:49:09 PDT 2016","Wed Jul 13 08:49:09 PDT 2016","","","","8","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3328204532.jpg","1","0","5",""
"3ODOP6T3AS1BVT0VIH66HNA2PC542K","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:39 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:39 PDT 2016","","","3R8YZBNQ9I0RTJITCTZG40NWAU0Q7X","AZD3HQEB7KVNT","Submitted","Tue Jul 12 08:29:06 PDT 2016","Tue Jul 12 08:29:17 PDT 2016","Tue Jul 19 08:29:17 PDT 2016","","","","11","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5454221964.jpg","1","0","5",""
"3XABXM4AJ1MT6DPIWVMKUHOA74F8Q9","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:38 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:31:38 PDT 2016","","","304SM51WA4MQ8B0WHE0142OTB82BSJ","AZD3HQEB7KVNT","Approved","Tue Jul 05 13:18:33 PDT 2016","Tue Jul 05 13:18:47 PDT 2016","Tue Jul 12 13:18:47 PDT 2016","2016-07-12 20:19:21 UTC","","","14","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/20000_21000/4547845821.jpg","1","0","2",""
"3WYZV0QBFJUWH8O1LL1MFRA4CDNXBU","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:34:05 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:34:05 PDT 2016","","","36U2A8VAG2HOX0GZMX5JLRVKFNIKY1","AZD3HQEB7KVNT","Submitted","Tue Jul 12 14:39:34 PDT 2016","Tue Jul 12 14:39:41 PDT 2016","Tue Jul 19 14:39:41 PDT 2016","","","","7","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4760372043.jpg","1","0","5",""
"3X2LT8FDHWZYQAL484LQM66WV5W8WD","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:39 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:39 PDT 2016","","","35USIKEBNSYNMMRWDR27USSVA8SN67","AZD3HQEB7KVNT","Submitted","Mon Jul 11 09:56:40 PDT 2016","Mon Jul 11 09:56:51 PDT 2016","Mon Jul 18 09:56:51 PDT 2016","","","","11","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3109688427.jpg","1","1","","3"
"3IZPORCT1FQMBP5BCE5QCKRE6A8HR1","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:36:30 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:36:30 PDT 2016","","","3KAKFY4PGVKWB2TNX9RHIHKUEIV3I0","A1E2VJH791INAX","Submitted","Sat Jul 09 19:00:47 PDT 2016","Sat Jul 09 19:01:02 PDT 2016","Sat Jul 16 19:01:02 PDT 2016","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/349738226.jpg","1","1","","1"
"3TD33TP5DLJKLVG8AB98VJZ6BSEAB3","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:39 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:39 PDT 2016","","","3AZHRG4CU52L47C7TJ2BCDKYSOH308","AZD3HQEB7KVNT","Submitted","Tue Jul 12 08:57:19 PDT 2016","Tue Jul 12 08:57:29 PDT 2016","Tue Jul 19 08:57:29 PDT 2016","","","","10","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/17000_18000/3932157451.jpg","1","0","4",""
"3MVY4USGB64Y8ZG8XLNG26XPSO5SIQ","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:34:11 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:34:11 PDT 2016","","","3LPW2N6LKUK4Y8BR594OGH6PM9AU5Q","AZD3HQEB7KVNT","Submitted","Mon Jul 11 09:44:55 PDT 2016","Mon Jul 11 09:45:02 PDT 2016","Mon Jul 18 09:45:02 PDT 2016","","","","7","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4965629392.jpg","1","0","0",""
"3L2OEKSTW9R2FFG4N53E73RC6DW8YC","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:39 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 12 10:31:39 PDT 2016","","","3TAYZSBPLMQWKY00YL7Q39LPH2Z2SI","AZD3HQEB7KVNT","Submitted","Mon Jul 11 12:49:29 PDT 2016","Mon Jul 11 12:49:47 PDT 2016","Mon Jul 18 12:49:47 PDT 2016","","","","18","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/2924259848.jpg","1","0","2",""
"3SMIWMMK61MWO7SHB7MVIYOLSWOUWF","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:34:05 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:34:05 PDT 2016","","","3OS46CRSLGH0UR05FIOY49M8WBVV6X","AZD3HQEB7KVNT","Submitted","Tue Jul 12 08:59:13 PDT 2016","Tue Jul 12 08:59:22 PDT 2016","Tue Jul 19 08:59:22 PDT 2016","","","","9","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/816205570.jpg","1","0","5",""
"386659BNTLYN7K0YGCJQ01AKGUB10K","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:38 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:38 PDT 2016","","","30LB5CDZNDSMP0J0EQXKGEPD7JEZ0Z","AZD3HQEB7KVNT","Submitted","Mon Jul 11 09:46:11 PDT 2016","Mon Jul 11 09:46:20 PDT 2016","Mon Jul 18 09:46:20 PDT 2016","","","","9","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/241346402.jpg","1","0","5",""
"3H5TOKO3D90ZDUJW5JI970RE5H7461","377YSAKP64Z7EXND4X93FKNSP0FNM6","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 10:31:39 PDT 2016","1","BatchId:133918;","900","604800","Tue Jul 19 10:31:39 PDT 2016","","","3K772S5NP9TZP5Y0GBQS1WNC5U9HEF","AZD3HQEB7KVNT","Submitted","Tue Jul 12 14:34:38 PDT 2016","Tue Jul 12 14:34:51 PDT 2016","Tue Jul 19 14:34:51 PDT 2016","","","","13","98% (968/985)","99% (141/142)","100% (104/104)","http://s3.amazonaws.com/caption-scene/upload_batches/3000_4000/2166417615.jpg","1","1","","0"
