"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"3J06WJ78HN1JMXHCQOXVAR1XPEMVVE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3GM6G9ZBKOFN62H8X31RBXQHGMJMTS","A3CEF8UFALSTBY","Approved","Tue Jul 05 12:09:37 PDT 2016","Tue Jul 05 12:13:52 PDT 2016","Tue Jul 05 20:13:52 PDT 2016","Tue Jul 05 12:19:26 PDT 2016","","","255","100% (25/25)","100% (25/25)","100% (25/25)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2611062891.jpg","1","0","0",""
"3J06WJ78HN1JMXHCQOXVAR1XPEMVVE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3WR9XG3T64TK4EVVEWYUK7HZ5Y8474","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 12:09:09 PDT 2016","Tue Jul 05 12:10:24 PDT 2016","Tue Jul 05 20:10:24 PDT 2016","Tue Jul 05 12:19:26 PDT 2016","","","75","100% (259/260)","100% (254/254)","100% (27/27)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2611062891.jpg","1","0","0",""
"3BCRDCM0ODBKRW8ZQCBGWQAHSNP6KD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3FTF2T8WLS00RZ283Z2XTVRWKHWW9V","A3IVLB1YN1X9H9","Approved","Tue Jul 05 12:12:18 PDT 2016","Tue Jul 05 12:12:26 PDT 2016","Tue Jul 05 20:12:26 PDT 2016","Tue Jul 05 12:19:26 PDT 2016","","","8","100% (220/220)","100% (220/220)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5310484815.jpg","0","0","3",""
"3BCRDCM0ODBKRW8ZQCBGWQAHSNP6KD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3KYQYYSHYWP4PG6NOTGPYXX080CODS","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 12:12:14 PDT 2016","Tue Jul 05 12:14:35 PDT 2016","Tue Jul 05 20:14:35 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","141","100% (259/260)","100% (254/254)","100% (27/27)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5310484815.jpg","0","0","3",""
"3BCRDCM0ODBKRW8ZQCBGWQAHSNP6KD","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3NPI0JQDAPNTR5ELPJTJS1KCLRVTPW","A610SH5RY1NG1","Approved","Tue Jul 05 12:10:40 PDT 2016","Tue Jul 05 12:10:51 PDT 2016","Tue Jul 05 20:10:51 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","11","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5310484815.jpg","0","0","3",""
"3INZSNUD807ZV94NW2S5CN6TYF09DE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","37Z929RLGAQQ4XUDH0XDN6PN8B1STA","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 12:10:54 PDT 2016","Tue Jul 05 12:13:11 PDT 2016","Tue Jul 05 20:13:11 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","137","100% (259/260)","100% (254/254)","100% (27/27)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/267325341.jpg","1","0","2",""
"3INZSNUD807ZV94NW2S5CN6TYF09DE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3BGYGHDBBY23FZJ246YBV13TA4R22R","A610SH5RY1NG1","Approved","Tue Jul 05 12:11:17 PDT 2016","Tue Jul 05 12:11:27 PDT 2016","Tue Jul 05 20:11:27 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","10","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/267325341.jpg","1","1","","1"
"3INZSNUD807ZV94NW2S5CN6TYF09DE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3WQQ9FUS6BC8PRLN3G0N6LJ0QAUB83","A3IVLB1YN1X9H9","Approved","Tue Jul 05 12:08:56 PDT 2016","Tue Jul 05 12:09:16 PDT 2016","Tue Jul 05 20:09:16 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","20","100% (220/220)","100% (220/220)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/267325341.jpg","1","0","3",""
"3TTPFEFXCT1TP67RKR8JJYUP06KH6J","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","33OOO72IVI3AXG5HKE7D81L5M8GTCI","A610SH5RY1NG1","Approved","Tue Jul 05 12:10:25 PDT 2016","Tue Jul 05 12:10:33 PDT 2016","Tue Jul 05 20:10:33 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","8","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3227140905.jpg","0","0","2",""
"3TTPFEFXCT1TP67RKR8JJYUP06KH6J","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","374TNBHA8CDA83EUZ2V70N215PYQY8","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 12:08:54 PDT 2016","Tue Jul 05 12:10:08 PDT 2016","Tue Jul 05 20:10:08 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","74","100% (259/260)","100% (254/254)","100% (27/27)","http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3227140905.jpg","0","0","3",""
"3TTPFEFXCT1TP67RKR8JJYUP06KH6J","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3ZR9AIQJUCR6M3VBTXDL5S7CXK4042","A2EOOF9D135HQ1","Approved","Tue Jul 05 12:13:34 PDT 2016","Tue Jul 05 12:13:52 PDT 2016","Tue Jul 05 20:13:52 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","18","100% (5/5)","100% (5/5)","100% (5/5)","http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3227140905.jpg","0","0","2",""
"3511RHPADVVOXLO130QFMLESDA7LRS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3K5TEWLKGWTGNBV6HJ3EKM7LWYFVI1","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 12:11:19 PDT 2016","Tue Jul 05 12:13:39 PDT 2016","Tue Jul 05 20:13:39 PDT 2016","Tue Jul 05 12:19:27 PDT 2016","","","140","100% (259/260)","100% (254/254)","100% (27/27)","http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2308352490.jpg","1","0","3",""
"3511RHPADVVOXLO130QFMLESDA7LRS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3LPW2N6LKUK4Y8BR59AFZR1XD50U51","A2KYR3GRQT2EL0","Approved","Tue Jul 05 12:09:54 PDT 2016","Tue Jul 05 12:10:05 PDT 2016","Tue Jul 05 20:10:05 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","11","100% (3/3)","100% (3/3)","100% (3/3)","http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2308352490.jpg","1","0","3",""
"3511RHPADVVOXLO130QFMLESDA7LRS","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:42 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:42 PDT 2016","","","3LPW2N6LKUK4Y8BR59AFZR1XD515UD","A610SH5RY1NG1","Approved","Tue Jul 05 12:10:18 PDT 2016","Tue Jul 05 12:10:24 PDT 2016","Tue Jul 05 20:10:24 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","6","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2308352490.jpg","1","0","4",""
"35XW21VSVGV0Y0OEIPQKCVJOZCQLSG","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3570Y55XZQ1JVEKGW6QV69YZZ2QYGM","A610SH5RY1NG1","Approved","Tue Jul 05 12:12:37 PDT 2016","Tue Jul 05 12:12:46 PDT 2016","Tue Jul 05 20:12:46 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","9","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4895679704.jpg","1","1","","1"
"35XW21VSVGV0Y0OEIPQKCVJOZCQLSG","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3HPZF4IVNNB6E24BUKUCGIDK1AWCYO","A3L1SMVQ0WV7UG","Approved","Tue Jul 05 12:06:25 PDT 2016","Tue Jul 05 12:10:30 PDT 2016","Tue Jul 05 20:10:30 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","245","100% (23/23)","100% (23/23)","100% (12/12)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4895679704.jpg","1","0","2",""
"35XW21VSVGV0Y0OEIPQKCVJOZCQLSG","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3K2755HG5TLAJ3TUPQXZB3OMGZKFDW","A1RZT7L92M3XY0","Approved","Tue Jul 05 12:09:44 PDT 2016","Tue Jul 05 12:10:03 PDT 2016","Tue Jul 05 20:10:03 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","19","100% (4/4)","100% (4/4)","100% (4/4)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4895679704.jpg","1","0","2",""
"3D4BBDG7ZHD3BF9TFXWK14LPDNEC30","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","34T446B1C1W9H78QMCJ3OQJ0PXKC0Q","A610SH5RY1NG1","Approved","Tue Jul 05 12:12:42 PDT 2016","Tue Jul 05 12:12:53 PDT 2016","Tue Jul 05 20:12:53 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","11","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4967473493.jpg","1","0","3",""
"3D4BBDG7ZHD3BF9TFXWK14LPDNEC30","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3F6KKYWMNCJM7V6BNEGCJ8XVIQ7DN2","A3CEF8UFALSTBY","Approved","Tue Jul 05 12:12:22 PDT 2016","Tue Jul 05 12:16:13 PDT 2016","Tue Jul 05 20:16:13 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","231","100% (25/25)","100% (25/25)","100% (25/25)","http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4967473493.jpg","0","0","4",""
"3D4BBDG7ZHD3BF9TFXWK14LPDNEC30","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3WMINLGALCL5IK68EEGWDWVDYJWACF","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 12:11:39 PDT 2016","Tue Jul 05 12:13:58 PDT 2016","Tue Jul 05 20:13:58 PDT 2016","Tue Jul 05 12:19:28 PDT 2016","","","139","100% (259/260)","100% (254/254)","100% (27/27)","http://s3.amazonaws.com/caption-scene/upload_batches/25000_26000/4967473493.jpg","1","0","4",""
"3CVBMEMMXBXCT6LW31DBPCULVH4H7I","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","36ZN444YTSGLXRM9G7H0PUDD05KOIU","A610SH5RY1NG1","Approved","Tue Jul 05 12:12:20 PDT 2016","Tue Jul 05 12:12:31 PDT 2016","Tue Jul 05 20:12:31 PDT 2016","Tue Jul 05 12:19:29 PDT 2016","","","11","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5081403128.jpg","1","1","","0"
"3CVBMEMMXBXCT6LW31DBPCULVH4H7I","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3AUQQEL7U6B5GGEQDTE8EI7PA4WV04","A3CEF8UFALSTBY","Approved","Tue Jul 05 12:07:12 PDT 2016","Tue Jul 05 12:07:34 PDT 2016","Tue Jul 05 20:07:34 PDT 2016","Tue Jul 05 12:19:29 PDT 2016","","","22","100% (25/25)","100% (25/25)","100% (25/25)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5081403128.jpg","1","1","","0"
"3CVBMEMMXBXCT6LW31DBPCULVH4H7I","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3SNVL38CI5ABUXFUQ5TL7AY93VOKC2","A3IVLB1YN1X9H9","Approved","Tue Jul 05 12:09:54 PDT 2016","Tue Jul 05 12:10:14 PDT 2016","Tue Jul 05 20:10:14 PDT 2016","Tue Jul 05 12:19:29 PDT 2016","","","20","100% (220/220)","100% (220/220)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5081403128.jpg","1","1","","0"
"32W3UF2EZO2OTBSXFB13B9DVRNAC4L","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","35GMH2SV3FZ9HMKNKOR94FFL8CBOEJ","A3CEF8UFALSTBY","Approved","Tue Jul 05 12:09:08 PDT 2016","Tue Jul 05 12:13:25 PDT 2016","Tue Jul 05 20:13:25 PDT 2016","Tue Jul 05 12:19:29 PDT 2016","","","257","100% (25/25)","100% (25/25)","100% (25/25)","http://s3.amazonaws.com/caption-scene/upload_batches/16000_17000/371269133.jpg","1","0","5",""
"32W3UF2EZO2OTBSXFB13B9DVRNAC4L","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3ND9UOO81LKVS13HSW5NY4IRKBALWE","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 12:07:29 PDT 2016","Tue Jul 05 12:07:59 PDT 2016","Tue Jul 05 20:07:59 PDT 2016","Tue Jul 05 12:19:29 PDT 2016","","","30","100% (259/260)","100% (254/254)","100% (27/27)","http://s3.amazonaws.com/caption-scene/upload_batches/16000_17000/371269133.jpg","1","0","2",""
"32W3UF2EZO2OTBSXFB13B9DVRNAC4L","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 11:58:43 PDT 2016","3","BatchId:2453665;","600","28800","Tue Jul 12 11:58:43 PDT 2016","","","3YOH7BII0AP7T6LUHMOQX2MYO23KV0","A610SH5RY1NG1","Approved","Tue Jul 05 12:06:16 PDT 2016","Tue Jul 05 12:06:27 PDT 2016","Tue Jul 05 20:06:27 PDT 2016","Tue Jul 05 12:19:29 PDT 2016","","","11","100% (305/306)","100% (305/306)","100% (34/34)","http://s3.amazonaws.com/caption-scene/upload_batches/16000_17000/371269133.jpg","1","1","","4"
