HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.img_url,Answer.Answer_1,Answer.Answer_2,Answer.Answer_3,Answer.Answer_4,Approve,Reject
3HUR21WDDU6SUGHCVELX5B2CMRJXYK,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3OUYGIZWR8GSBWHURH598QI7NBU0PC,A2OJ5XOEKTKRR9,Approved,Mon Jun 27 12:28:40 PDT 2016,Mon Jun 27 12:29:00 PDT 2016,Mon Jun 27 20:29:00 PDT 2016,Mon Jun 27 13:01:25 PDT 2016,,,20,97% (38/39),100% (33/33),100% (33/33),http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3222250187.jpg,1,1,,0,,
3HUR21WDDU6SUGHCVELX5B2CMRJXYK,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3Q8GYXHFEQK8CEURJIPF5LFR50O5CM,A20K80GWXI69Z7,Approved,Mon Jun 27 12:26:03 PDT 2016,Mon Jun 27 12:31:53 PDT 2016,Mon Jun 27 20:31:53 PDT 2016,Mon Jun 27 13:01:25 PDT 2016,,,350,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/12000_13000/3222250187.jpg,1,1,,0,,
3ZUE82NE0AIWFOZ9IGHH0RE3P7K8FQ,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,34Q075JO1YVPU4YS6FUJ7U09KVM016,A20K80GWXI69Z7,Approved,Mon Jun 27 12:26:11 PDT 2016,Mon Jun 27 12:32:34 PDT 2016,Mon Jun 27 20:32:34 PDT 2016,Mon Jun 27 13:01:25 PDT 2016,,,383,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2247174236.jpg,1,0,1,,,
3ZUE82NE0AIWFOZ9IGHH0RE3P7K8FQ,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3DZQRBDBSMXL5GWJ2LRM5TLPD7L3SQ,A2HTN7HCNBQ8V4,Approved,Mon Jun 27 12:29:14 PDT 2016,Mon Jun 27 12:29:29 PDT 2016,Mon Jun 27 20:29:29 PDT 2016,Mon Jun 27 13:01:25 PDT 2016,,,15,100% (11/11),100% (11/11),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2247174236.jpg,1,0,1,,,
3ZUE82NE0AIWFOZ9IGHH0RE3P7K8FQ,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3VBEN272MLHMZS87X0Y6ONAYHCPSGM,A2S086D4NCVE24,Approved,Mon Jun 27 12:28:25 PDT 2016,Mon Jun 27 12:28:44 PDT 2016,Mon Jun 27 20:28:44 PDT 2016,Mon Jun 27 13:01:25 PDT 2016,,,19,100% (15/15),100% (15/15),100% (15/15),http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2247174236.jpg,1,0,1,,,
3YO4AH2FPD1BOOKF1SFWJBCZDBI0QQ,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3I02618YA1O8RITAPOJTXX6E30WPU2,A20K80GWXI69Z7,Approved,Mon Jun 27 12:25:33 PDT 2016,Mon Jun 27 12:27:09 PDT 2016,Mon Jun 27 20:27:09 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,96,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/289742991.jpg,0,0,2,,,
3YO4AH2FPD1BOOKF1SFWJBCZDBI0QQ,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3NGI5ARFTUNSIL2CN099MV1HS301PG,A2HTN7HCNBQ8V4,Approved,Mon Jun 27 12:30:08 PDT 2016,Mon Jun 27 12:30:24 PDT 2016,Mon Jun 27 20:30:24 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,16,100% (11/11),100% (11/11),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/289742991.jpg,0,0,1,,,
3YO4AH2FPD1BOOKF1SFWJBCZDBI0QQ,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3WZ36BJEV4YRNBDB6EBIXHFN3IBTBV,A2S086D4NCVE24,Approved,Mon Jun 27 12:29:24 PDT 2016,Mon Jun 27 12:29:34 PDT 2016,Mon Jun 27 20:29:34 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,10,100% (15/15),100% (15/15),100% (15/15),http://s3.amazonaws.com/caption-scene/upload_batches/9000_10000/289742991.jpg,0,0,1,,,
3PZDSVZ3J5Y7KFPO41AHRK77PCAN45,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3HWRJOOET6KOFECGR58IOKPM4WBESS,A2HTN7HCNBQ8V4,Approved,Mon Jun 27 12:29:51 PDT 2016,Mon Jun 27 12:30:07 PDT 2016,Mon Jun 27 20:30:07 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,16,100% (11/11),100% (11/11),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3420309744.jpg,1,0,2,,,
3PZDSVZ3J5Y7KFPO41AHRK77PCAN45,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3VAR3R6G1QJS8LAW7L59C5JZW49O85,A2R819T7EYBI95,Approved,Mon Jun 27 12:29:24 PDT 2016,Mon Jun 27 12:29:33 PDT 2016,Mon Jun 27 20:29:33 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,9,100% (18/18),100% (18/18),100% (18/18),http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3420309744.jpg,1,0,2,,,
3PZDSVZ3J5Y7KFPO41AHRK77PCAN45,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3W2LOLRXLCXF0Z4D82JGW5XV2RMKRS,A20K80GWXI69Z7,Approved,Mon Jun 27 12:25:47 PDT 2016,Mon Jun 27 12:29:45 PDT 2016,Mon Jun 27 20:29:45 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,238,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3420309744.jpg,1,0,2,,,
363A7XIFV43ZU9EEFT6ZE4NK3P8VA5,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3EJJQNKU9SNOY9352HGJJDH3AAJHRM,A2OJ5XOEKTKRR9,Approved,Mon Jun 27 12:33:44 PDT 2016,Mon Jun 27 12:35:27 PDT 2016,Mon Jun 27 20:35:27 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,103,97% (38/39),100% (33/33),100% (33/33),http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3399618896.jpg,1,0,0,,,
363A7XIFV43ZU9EEFT6ZE4NK3P8VA5,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3EO896NRAXDX5UBNU6OZV5Y0BNQJTC,AS7N44S4E6BQI,Approved,Mon Jun 27 12:45:24 PDT 2016,Mon Jun 27 12:45:38 PDT 2016,Mon Jun 27 20:45:38 PDT 2016,Mon Jun 27 13:01:26 PDT 2016,,,14,96% (23/24),96% (23/24),100% (2/2),http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3399618896.jpg,1,0,5,,,
363A7XIFV43ZU9EEFT6ZE4NK3P8VA5,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3OVHNO1VE7JGOKKUQ2R6EV44RZ9ZDO,A2HTN7HCNBQ8V4,Approved,Mon Jun 27 12:31:06 PDT 2016,Mon Jun 27 12:31:33 PDT 2016,Mon Jun 27 20:31:33 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,27,100% (11/11),100% (11/11),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3399618896.jpg,1,0,5,,,
3UDTAB6HH6G5WP3TKQ4AXGMA3BD093,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,308Q0PEVB9VIQ4I3EIYIS4IO41SI9T,A10BH9PYCYUKDJ,Approved,Mon Jun 27 12:28:07 PDT 2016,Mon Jun 27 12:28:20 PDT 2016,Mon Jun 27 20:28:20 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,13,100% (10/10),100% (10/10),100% (10/10),http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4771139963.jpg,1,0,0,,,
3UDTAB6HH6G5WP3TKQ4AXGMA3BD093,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3BF51CHDTWS0YFJ684X4ZHGG1KJ0H6,A2OJ5XOEKTKRR9,Approved,Mon Jun 27 12:29:09 PDT 2016,Mon Jun 27 12:29:31 PDT 2016,Mon Jun 27 20:29:31 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,22,97% (38/39),100% (33/33),100% (33/33),http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4771139963.jpg,1,0,0,,,
3UDTAB6HH6G5WP3TKQ4AXGMA3BD093,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:27 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:27 PDT 2016,,,3JWH6J9I9TVTSY8R9IP6OI9VE0ONBN,A20K80GWXI69Z7,Approved,Mon Jun 27 12:25:45 PDT 2016,Mon Jun 27 12:29:36 PDT 2016,Mon Jun 27 20:29:36 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,231,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4771139963.jpg,1,0,0,,,
3DGDV62G7OQXKMMEG24L2UF45DF2PK,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,3PB5A5BD0WO0GUOF9X0VTWE2UYB7GD,A20K80GWXI69Z7,Approved,Mon Jun 27 12:25:39 PDT 2016,Mon Jun 27 12:27:23 PDT 2016,Mon Jun 27 20:27:23 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,104,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2600386812.jpg,1,1,,0,,
3DGDV62G7OQXKMMEG24L2UF45DF2PK,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,3VBEN272MLHMZS87X0Y6ONAYHCOGS9,A2S086D4NCVE24,Approved,Mon Jun 27 12:28:06 PDT 2016,Mon Jun 27 12:28:24 PDT 2016,Mon Jun 27 20:28:24 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,18,100% (15/15),100% (15/15),100% (15/15),http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2600386812.jpg,1,1,,0,,
3DGDV62G7OQXKMMEG24L2UF45DF2PK,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,3YHH42UU5CX2KB2WZPC2R99NI1TL0Z,A7E4VW3AI4OFJ,Approved,Mon Jun 27 12:31:03 PDT 2016,Mon Jun 27 12:31:15 PDT 2016,Mon Jun 27 20:31:15 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,12,100% (85/85),100% (85/85),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2600386812.jpg,1,1,,0,,
372AGES0I4MJXF5QHJT3XF9FJ43RXB,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,3IGI0VL6482DBSX0DNUSU29ULZ7NOR,A20K80GWXI69Z7,Approved,Mon Jun 27 12:26:15 PDT 2016,Mon Jun 27 12:32:49 PDT 2016,Mon Jun 27 20:32:49 PDT 2016,Mon Jun 27 13:01:27 PDT 2016,,,394,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/4581221645.jpg,1,0,1,,,
372AGES0I4MJXF5QHJT3XF9FJ43RXB,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,3U5NZHP4LSK3MWNQPPCUEIHO9SVPH2,A2R819T7EYBI95,Approved,Mon Jun 27 12:30:38 PDT 2016,Mon Jun 27 12:30:46 PDT 2016,Mon Jun 27 20:30:46 PDT 2016,Mon Jun 27 13:01:28 PDT 2016,,,8,100% (18/18),100% (18/18),100% (18/18),http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/4581221645.jpg,1,0,1,,,
372AGES0I4MJXF5QHJT3XF9FJ43RXB,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,3UWN2HHPUZNS9KPTK4B1E7JVIOCNSQ,A2OJ5XOEKTKRR9,Approved,Mon Jun 27 12:30:59 PDT 2016,Mon Jun 27 12:33:10 PDT 2016,Mon Jun 27 20:33:10 PDT 2016,Mon Jun 27 13:01:28 PDT 2016,,,131,97% (38/39),100% (33/33),100% (33/33),http://s3.amazonaws.com/caption-scene/upload_batches/21000_22000/4581221645.jpg,1,0,0,,,
3MIVREZQVHFD1ERJ5LPE2VR8R9NKQF,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,323Q6SJS8JYRVJYWBMGP2O3K7M9HFS,A2OJ5XOEKTKRR9,Approved,Mon Jun 27 12:29:54 PDT 2016,Mon Jun 27 12:31:19 PDT 2016,Mon Jun 27 20:31:19 PDT 2016,Mon Jun 27 13:01:28 PDT 2016,,,85,97% (38/39),100% (33/33),100% (33/33),http://s3.amazonaws.com/caption-scene/upload_batches/30000_31000/76605444.jpg,1,0,0,,,
3MIVREZQVHFD1ERJ5LPE2VR8R9NKQF,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,36H9ULYP63CNMPTMZMJAE1JZKEDFJV,A7E4VW3AI4OFJ,Approved,Mon Jun 27 12:30:32 PDT 2016,Mon Jun 27 12:30:55 PDT 2016,Mon Jun 27 20:30:55 PDT 2016,Mon Jun 27 13:01:28 PDT 2016,,,23,100% (85/85),100% (85/85),100% (9/9),http://s3.amazonaws.com/caption-scene/upload_batches/30000_31000/76605444.jpg,1,0,0,,,
3MIVREZQVHFD1ERJ5LPE2VR8R9NKQF,31IV7WI13C3HWUGW904VC89GWVC5H2,Label image with its location,Answer questions about an image to label its location.,"image categorization, locations, scene recognition",$0.03,Mon Jun 27 12:25:28 PDT 2016,3,BatchId:2445127;,600,28800,Mon Jul 04 12:25:28 PDT 2016,,,3A1PQ49WVIZ0544O4N14DMZQ6CQ1HB,A20K80GWXI69Z7,Approved,Mon Jun 27 12:29:48 PDT 2016,Mon Jun 27 12:35:08 PDT 2016,Mon Jun 27 20:35:08 PDT 2016,Mon Jun 27 13:01:28 PDT 2016,,,320,100% (205/205),100% (205/205),100% (91/91),http://s3.amazonaws.com/caption-scene/upload_batches/30000_31000/76605444.jpg,1,0,4,,,
